aeid,aename,date,aeno,acid,acname,asid
M37355,"・第1話/アラジンと魔法のランプ（1995/04/14）,・第2話/シンデレラ（1995/04/23）,・第3話/美女と野獣（1995/04/28）,・第4話/長靴をはいた猫（1995/05/05）,・第5話/ヘンゼルとグレーテル（1995/05/12）,・第6話/マッチ売りの少女（1995/05/19）,・第7話/ピノキオ（1995/05/26）,・第8話/白雪姫（1995/06/02）,・第9話/三匹の子ぶた（1995/06/09）,・第10話/ロ",,,C9170,アニメ世界の童話,C1748
M37669,"・第19話/冬、スケート（1996/12/03）,・第20話/冬、雪だるま（1996/12/10）,・第21話/冬、クリスマスケーキ（1996/12/17）",,,C9183,安野光雅のペペロン村えにっき [シリーズ],C1728
M37671,　　　　,,,C9185,プラネットパラダイス,C1757
M37673,　　　　,,,C9187,NEO HYPER KIDS COMPUTER ANIMATED SERIES,C1758
M37701,"・第53話/パンダイルカ（1995/12/01）,・第54話/おしどり（1995/12/02）,・第55話/つきのわぐま（1995/12/04）,・第56話/ミニチュアホース（1995/12/05）,・第57話/ひとこぶらくだ（1995/12/06）,・第58話/しろかもしか（1995/12/07）,・第59話/うみがめミーアキャット（1996/01/05）,・第60話/キツネザルアルパカ（1996/01/06）,・第61話/エミュー（1996/01/09）",,,C9191,わくわくどうぶつえん[シリーズ],C1502
M37732,"・第35話/穴掘りゴーファーの夢 ”TO DREAM THE IMPOSSIBLE SCHEME”（1995/12/01）,・第36話/オウルの歌声 ”OWL'S WELL THAT ENDS WELL”（1995/12/08）,・第37話/プーさんを止めて! ”FAST FRIENDS”（1995/12/15）,・第38話/ティガーの新しいおともだち ”TIGGER'S HOUSE GUEST”（1995/12/22）,・第39話/お月さまのはちみつ ”POOH MOON”（19",,,C9195,新くまのプーさん,C1760
M37765,"・第15話/かぶとむし/はち/ちょう/たがめ（1995/12/09）,・第16話/かぶとむし/ほたる/こおろぎ/ちょう（1995/12/31）,・第17話/ちょう/とんぼ/くも/あり（1996/01/11）,・第18話/かぶとむし/こおろぎ/とんぼ/くも（1996/01/20）,・第19話/ちょう/せみ/はち/かまきり（1996/02/03）,・第20話/かぶとむし/ちょう/たがめ/あり/せみ（1996/02/17）,・第21話/ちょう/ほたる/はち/たがめ（1996/",,,C9199,なんでもQむしむしQ,C1762
M40860,　　　　,,,C9209,YAWARA! Special ずっと君のことが・・。,C7147
M40862,"・第1話A/誕生!ワーナー・ブラザース ＆ ワーナー・シスター DE-ZANITIZED（1996/07/10）,・第1話B/ハチャメチャ モンキー・ソング THE MONKEY SONG（1996/07/10）,・第1話C/アニマニアックスな仲間たち Nighty-Night Toon（1996/07/10）,・第2話A/天才!!アインシュタイン博士 おいしいクッキーい・か・が??  Cookies for Einstein（1996/07/24）,・第2話B/めざせ!!世界征服",,,C9211,ANIMANIACS,C1886
M42666,　　　　,,,C9219,｢少年H｣が見た戦争,C2018
M37865,"・第4話/4話/[サブタイトルなし]（1996/06/24）,・第5話/5話/[サブタイトルなし]（1996/07/08）",,,C9225,ぶ～ば～が～,C1766
M37867,"・第1話/青春=（イコール）野球ですか（1995/06/01）,・第2話/めざせ両国国技館（1995/06/08）,・第3話/おいおいサッカー部（1995/06/15）,・第4話/野球だけは別だった（1995/06/22）,・第5話/入会届けが必要ですか?（1995/06/29）,・第6話/これが国見比呂だ!（1995/07/06）,・第7話/愛好会やめますか?（1995/07/13）,・第8話/ガラスのヒジだってさ（1995/07/20）,・第9話/神様が",,,C9227,H2,C1769
M37869,　　　　,,,C9229,カラスのプータ,C1770
M37871,"・1/「オーロラショウ」,・2/「虹の谷絵の具工場」,・3/「ガラスの海」,・4/「南の大陸」,・5/「電球発光の日」,・6/「ゴーストタウン」,・7/「キノコ村」,・8/「密造酒」,・9/「サボテンの街」,・10/「ほんやらベーカリー」,・11/「アルタイルの酒場」,・12/「人工の月」,・13/「デジタルゾーン」,・14/「流れ星の夜」,・15/「旅の終わり」",,,C9231,ア・ピース・オブ ファンタスマゴリア,C1771
M37873,　　　　,,,C9233,キキとララのママってすてき!,
M37911,　　　　,,,C9237,学校のコワイうわさ 花子さんがきた!! [第3期],C1631
M37913,　　　　,,,C9239,恐竜ピコラ,C1782
M37915,"・第4話/青いオウムと 痩せた男の子の話（1996/08/15）,・第5話/干からびた象と 象使いの話（1996/08/16）,・第6話/赤とんぼと あぶら虫（1996/08/17）",,,C9241,野坂昭如 戦争童話集 -忘れてはイケナイ物語り-,C1783
M38472,　　　　,,,C9261,孔子傳,C1795
M38474,"・第6話/[ドタバタボクシング大会の巻]（1995/12/05）,・第7話/[家賃騒動の巻]（1995/12/12）,・第8話/[遺産はばっちりいただきの巻]（1995/12/19）,・第9話/[ニセ医者あらわるの巻]（1996/01/09）,・第10話/[デパート騒動の巻]（1996/01/16）",,,C9263,Marx Radｉo,C1796
M38476,"・第35話/ホットケーキ（1995/10/12）,・第36話/ハンバーグだよ（1995/10/19）,・第37話/ごほうび（1995/10/26）,・第38話/アイスクリーム（1995/11/02）,・第39話/スパゲッティ（1995/11/09）,・第40話/アン・ブレット（1995/11/16）,・第41話/もえないゴミは（1995/11/23）,・第42話/手がた・・・だよ（1995/11/30）,・第43話/バナナジュース（1995/12/07）<B",,,C9265,あそぼトイちゃん[第2期],C1637
M38478,"・第2話/雲に恋して/虹（1995/10/12）,・第3話/お友だち/そうじき（1995/10/19）,・第4話/なし/ミント（1995/10/26）,・第5話/痛い/雪だるま（1995/11/02）,・第6話/あれ?/壁（1995/11/09）,・第7話A/ちょうちょ（1995/11/16）,・第7話B/三輪車（1995/11/16）,・第8話A/お絵かき（1995/11/23）,・第8話B/鏡（1995/11/23）,・第9話A/お魚気分（1995",,,C9267,NOOBOW,C1797
M38480,　　　　,,,C9269,ズッコケ三人組 楠屋敷のグルグル様,C7067
M38482,"・21話/ジャスミンのデート（1995/12/01）,・22話/催眠術ロボットを倒せ!（1996/02/02）,・23話/アブーはヒーロー?（1996/02/05）,・24話/プリンセスは ネズミちゃん（1996/02/06）,・25話/ジャスミンが結婚?（1996/02/07）,・26話/チーズの王国（1996/02/08）,・27話/魔法のクリスタル（1996/02/09）,・28話/アラジンの頭を とりもどせ!（1996/02/12）,・29話/海の英",,,C9271,アラジン,C1479
M38484,"・第1話/約束のクリスマスツリー（1995/12/25）,・第2話/ドンドコドンがやって来る（1995/12/26）,・第3話/恐怖のミサンガ（1995/12/27）,・第4話/幽霊映画館（1995/12/28）,・第5話/ごわごわがきた!（1995/12/29）",,,C9273,学校のコワイうわさ 花子さんがきた!! [第4期],C1631
M38486,　　　　,,,C9275,シティーハンタースペシャル'96 ザ・シークレット・サービス,C6942
M38847,イチョウ色の初恋 （後編）（11/28）※,,422,C9283,名探偵コナン,C1849
M38886,イチョウ色の初恋 （後編）（11/28）※,,422,C9283,名探偵コナン,C1849
M40321,"・第1話A/ヒースクリフと恋のライバル CiTY SLiCKER CAT（1996/04/10）,・第1話B/リフラフと未来のお家 HOUSE OF THE FUTURE（1996/04/10）,・第2話A/ヒースクリフとやさしいライオン KiNG OF THE BEASTS（1996/04/17）,・第2話B/ネコにもできる?雪山登山 CAT CAN DO（1996/04/17）,・第3話A/追っかけられたヒースクリフ REBEL WITHOUT A CLAWS（1996/04/",,,C9317,キャッツ＆カンパニー[新],C1197
M40323,　　　　,,,C9319,ダ･ヴィンチの迷宮,C1869
M40468,　　　　,,,C9325,ガラリンとゴロリン,C1871
M40470,　　　　,,,C9327,Lou ＆ Mｉmｉ,C1872
M40575,"・第1話/ぞう/だちょう/らいおん/かんがるー（1996/04/27）,・第2話/ぺんぎん/かめ/かば/さる（1996/06/01）,・第3話/さる/だちょう/かば/かめ（1996/06/29）,・第4話/らいおん/かんがるー/ぞう/ぺんぎん（1996/07/13）,・第5話/らいおん/かめ/かば/ぺんぎん（1996/09/05）,・第6話/さる/かんがるー/だちょう/ぞう（1996/10/05）,・第7話/らいおん/かば/だちょう/さる（1996/11/02）",,,C9335,なんでもQあにまるQ,C1762
M40577,　　　　,,,C9337,Go!Go! ベジタン,C1876
M40579,　　　　,,,C9339,ポップとスプリング,C1877
M41416,　　　　,,,C9368,バベルの本,C1902
M41418,　　　　,,,C9370,イーハトーブ幻想 KENjIの春 宮沢賢治生誕100年記念番組,C1905
M41420,　　　　,,,C9372,コニーにおまかせ!,
M41422,　　　　,,,C9374,ありす in Cyberland,C1906
M41424,"・第40話/春満開!クラスそろって初恋ブーム,・第41話/いつも話し中!愛のホットライン,・第42話/アツいよ～!夢のなかのハシカ,・第43話/いじっぱり!ジダマV.S.おばあちゃん,・第44話/キャーッ!勇之助くんと恐怖のドライブ,・第45話/リサーチ!トモちゃんの夢,・第46話/春のサスペンス!ドキドキ家庭訪問,・第47話/ライバル出現!どうするの勇之助くん,・第48話/風かおる!泥だらけの田植えツアー,・第49話/カンゲキ!!調子はずれの愛のメロ",,,C9376,あずきちゃん 〔第2期〕,C1740
M41426,"・「奇稲田封滅作戦Operation MITAMA PHASE 1」,・「奇稲田封滅作戦Operation MITAMA PHASE 2」,・「美人OL6人旅 秘湯大爆破」",,,C9378,BLUE SEED 2,C1660
M43638,　　　　,,,C9396,ケチャップ,C2092
M43808,　　　　,,,C9406,ヨシモト昆虫大図鑑 ムチッ子物語,C2095
M43810,　　　　,,,C9408,ANIME COMPLEX,C2096
M43837,　　　　,,,C9412,Kai and Patch,C2098
M43839,　　　　,,,C9414,Slimy Monsters ANGJA MONGJA[第1期],C2099
M43841,　　　　,,,C9416,太陽の子エステバン[新アフレコ版],C6067
M43854,　　　　,,,C9420,エクスとプレス,C2103
M43856,"・第1話/目覚めし者たち（1998/04/06）,・第2話/アンデスの邂逅（1998/04/13）,・第3話/動き出した野望（1998/04/20）,・第4話/涙!そして訣別!（1998/04/27）,・第5話/イリャテッセの秘密（1998/05/04）,・第6話/大決戦!虚無の街（1998/05/11）,・第7話/四百年間の悔恨（1998/05/18）,・第8話/古の聖地・アスカ（1998/05/25）,・第9話/光と闇の間に（1998/06/01）",,,C9422,時空転抄ナスカ,C2104
M43858,　　　　,,,C9424,パグパグ,C2105
M43860,　　　　,,,C9426,ペコラ,C2106
M41924,"・第1話/おにぎり大作戦（1997/4/2）,・第2話/しばられたのぞみ号（1997/4/9）,・第3話/ゆうれい機関車（1997/4/16）,・第4話/ゴンスケの願い（1997/4/23）,・第5話/対決!のぞみ対ひかり（1997/4/30）,・第6話/登場!ポリスウィン（1997/5/7）,・第7話/恐怖のデート（1997/5/14）,・第8話/総集編（1997/5/21）,・第9話/出現!巨大UFO（1997/5/28）,・第10話/爆走!E2対",,,C9432,超特急ヒカリアン JAPAN HIKARIAN RAILROAD,C1988
M42225,　　　　,,,C9448,CITY HUNTER スペシャル グッド・バイ・マイ・スイート・ハート,C6942
M42280,"・第1話/ダダダのダウン太郎,・第2話/ヨシモトの業挙",,,C9452,アニメ DE ダウンタウン物語,C1995
M42282,　　　　,,,C9454,バンブー・ベアーズ,C1996
M42284,　　　　,,,C9456,スプーンひめのスイングキッチン,C1997
M42286,"・第1話/岡本清志朗（1997/04/07）,・第2話/山奈みちる（1997/04/14）,・第3話/一条誠（1997/04/21）,・第4話/ボブじいさん（1997/04/28）,・第6話/揉山正象（1997/05/12）,・第7話/愛原めぐみ（1997/05/19）,・第8話/望月ゆか（1997/05/26）,・第9話/本城勇一（1997/06/09）,・第10話/野原るい（1997/06/16）,・第11話/叶さやか（1997/06/23",,,C9458,HARELUYA Ⅱ BØY,C1998
M42288,　　　　,,,C9460,ドレミファど～なっつ!,C1999
M42290,　　　　,,,C9462,Connie's Cooking,C2001
M42319,　　　　,,,C9466,ミスター･ボンド,C2003
M42321,　　　　,,,C9468,なんでもQ むしまる Q,C1762
M42566,　　　　,,,C9480,レイン坊のアニメ箱,C2014
M42739,　　　　,,,C9481,ビーストウォーズ 超生命体トランスフォーマー,C6820
M43342,　　　　,,,C9507,青春アニメ デジビー,C2029
M43344,　　　　,,,C9509,ビーナッツ THE Beanuts Brothers Show,C2030
M43374,"・第1話/グシシシ おやじっち,・第2話/ヒネヒネ ますくっち,・第3話/バクバクにょろっち,・第4話/キビキビまめっち,・第5話/フリフリぎんじろっち,・第6話/モンモンポチっち,・第7話/ナゾナゾズキっち,・第8話/ハナハナとんがりっち,・第9話/ぶっタマゲてんしっち,・第10話/ウロウロせきとりっち,・第11話/パクパクまるっち,・第12話/ワクワクくちばっち,・第13話/グツグツたこっち,・第14話/どどどどゴッチ大王",,,C9515,アニメ TVで発見!! たまごっち,C2038
M43376,　　　　,,,C9517,沈黙の艦隊,C1843
M43378,　　　　,,,C9519,SHINGO MAN,C2081
M47102,　　　　,,,C9530,CITY HUNTER スペシャル 緊急生中継!? 凶悪犯 冴羽僚の最期,C6942
M47198,日本一のハンマー男[未放映],,15A,C9539,日本一の男の魂2,C2216
M47204,　　　　,,,C9541,魔装機神サイバスター,C2263
M47375,"・第1話/がっこうの巻（1999/07/09）,・第2話/けんかの巻,・第3話/となりのババァの巻,・第4話/かちくの巻,・第5話/すべり台の巻,・第6話/おぎょーぎの巻,・第7話/ロケットの巻,・第8話/まんびきの巻,・第9話/はたらくおとーちゃんの巻,・第10話/カキの巻,・第11話/たぬきがりの巻,・第12話/コンクリの巻,・第13話/100の巻,・第14話/もぐらの巻,・第15話/じじいのねがいの巻,・第16",,,C9553,ねこぢる劇場,C2266
M45853,,,,C9568,手塚治虫 世紀末へのメッセージ［アニメ・実写併用］,C2218
M45855,"・第1話/侵略（1999/02/01）,・第2話/星たちの眷族（1999/01/09）,・第3話/愛の娘（1999/01/16）,・第4話/奇襲（1999/01/23）,・第5話/ゴースロスの戦い（1999/01/30）,・第6話/不可解な陰謀（1999/02/06）,・第7話/幸せな叛逆（1999/01/13）,・第8話/アーヴの流儀（1999/02/20）,・第9話/戦場へ（1999/02/27）,・第10話/二人だけの逃亡（1999/03/06）",,,C9570,星界の紋章,C2219
M46160,,,,C9590,柿の木もっきぃ,C2230
M44905,"・第1話/ミルクちゃん登場の巻（1998/06/18）,・第2話/トカレフの、ようなものの巻,・第3話/エコロジーだよミルクちゃんの巻,・第4話/アニマル奇想天外の巻,・第5話/ミルクの炎のチャレンジャーの巻,・第6話/ミルクのなんでも鑑定隊の巻,・第7話/ミルクの少年ナイフの巻,・第8話/盗まれた闘魂の巻,・第9話/トムヤムクン・イリュージョンの巻,・第10話/ねずみは2度死ぬの巻,・第11話/時をかける大統領の巻,・第12話/テツコのブ",,,C9652,スーパーミルクちゃん,C2130
M45690,"・第1話/ママをさがして、花子の冒険（1998/10/26-30）,・第2話/ボウフライケノの悪だくみ（1998/11/02-06）,・第3話/忍者部隊ムチッ子参上や（1998/11/09-13）,・第4話/勉強しまっせ、花子のお受験（1998/11/16-20）,・第5話/魔物がいくよ、魔物がくるよ（1998/11/23-27）,・第6話/この子どこの子まいごの子（1998/11/30-12/04）,・第7話/ホタルを追い出せ、タガメマサバンチ（1998/12/07-",,,C9691,ヨシモトムチッ子物語,C2095
