acid,acname,asid,n_ae,first_date,last_date
C16221,Tales of Zestiria the X［第2期］,C2453,11,2017-01-08,2017-03-19
C16222,ふるさとめぐり 日本の昔ばなし,C6679,77,2017-04-02,2017-09-24
C16223,ラブ米 -WE LOVE RICE-,C6717,13,2017-04-05,2017-06-21
C16224,おじゃる丸[第20期],C2158,34,2017-04-05,2017-06-16
C16225,オトナの一休さん[第2期],C6358,13,2017-04-04,2017-06-27
C16226,女川中バスケ部　5人の夏,C6701,1,2017-08-27,2017-08-27
C16227,終物語[オワリモノガタリ][第2期],C3542,8,2017-08-12,2017-08-19
C16228,忍たま乱太郎[第25期],C1462,60,2017-04-03,2017-06-22
C16229,ふわふわアワー Pui Pui & Muu Muu,C6708,1,2017-07-05,2017-07-05
C16230,ポンコツクエスト-魔王と派遣の魔物たち-[第4期],C6201,7,2017-04-19,2017-09-20
C16231,ムズムズ18　エイティーン[第4期],C6256,6,2017-01-14,2017-01-14
C16233,ユニコーンのキュピ,C6702,1,2017-03-20,2017-03-20
C16236,げんばのじょう 玄蕃之丞［あにめたまご2017］,C6705,1,2017-06-24,2017-06-24
C7163,鉄腕アトム,C979,193,1963-01-01,1966-12-31
C7171,狼少年ケン,,86,1963-11-25,1965-08-16
C7207,サザエさん,C1945,1175,1999-12-05,2016-12-25
C7449,ルパン三世,C2445,23,1971-10-24,1972-03-26
C7522,アルプスの少女ハイジ,C2956,52,1974-01-06,1974-12-29
C7556,宇宙戦艦ヤマト,C3157,26,1974-10-06,1975-03-30
C7786,機動戦士ガンダム,C4512,43,1979-04-07,1980-01-26
C8319,SLAM DUNK,C1484,101,1993-10-16,1996-03-23
C8321,ママはぽよぽよザウルスがお好き,C1784,104,1995-09-02,1996-08-31
C8323,ご近所物語,C1785,50,1995-09-10,1996-09-01
C8325,飛べ! イサミ,C1752,50,1995-04-08,1996-03-30
C8328,ヨーヨーの猫つまみ,C1315,130,1992-03-31,1993-01-16
C8330,元気爆発ガンバルガー,C1316,47,1992-04-01,1993-02-24
C8332,ファンタジーアドベンチャー 長靴をはいた猫の冒険,C1317,26,1992-04-01,1992-09-23
C8334,サラダ十勇士 トマトマン,C1318,50,1992-04-03,1993-03-27
C8338,超電動ロボ 鉄人28号FX,C3965,47,1992-04-05,1993-03-30
C8504,それいけ！アンパンマン,C7048,958,1999-12-03,2016-12-23
C8522,チロリン村物語,C1320,170,1992-04-06,1993-03-19
C8524,まんが日本史［NHK版］,C1321,40,1992-04-06,1993-03-08
C8526,お～い! 竜馬,C1322,41,1992-04-07,1993-03-30
C8529,ドラゴンリーグ,C1469,39,1993-05-07,1994-03-06
C8533,3丁目のタマ うちのタマ知りませんか?,C1475,18,1993-07-03,1993-08-28
C8545,ムカムカパラダイス,C1566,51,1993-09-04,1994-08-27
C8547,楽しいウイロータウン,C1481,26,1993-10-07,1994-03-31
C8549,ジャングルの王者 ターちゃん❤,C1482,50,1993-10-14,1994-09-29
C8577,シティーハンター3,C6942,13,1990-01-14,1990-12-24
C8623,アイドル天使 ようこそようこ,C1042,43,1990-04-02,1991-02-04
C8631,楽しいムーミン一家,C1967,78,1990-04-12,1991-10-03
C8633,ふしぎの海のナディア,C1048,39,1990-04-13,1991-04-12
C8635,もーれつア太郎［新］,C1845,47,1990-04-21,1990-12-22
C8639,魔法のエンジェル スイートミント,C1050,47,1990-05-02,1991-03-27
C8649,カラ天狗 カブト,C1066,45,1990-01-11,1991-06-30
C8651,ロビンフッドの大冒険,C1067,58,1990-07-29,1992-10-28
C8657,まじかる★タルるートくん,C1073,87,1990-09-02,1992-05-10
C8659,からくり剣豪伝 ムサシロード,C1075,50,1990-10-03,1991-09-25
C8661,RPG伝説ヘポイ,C1076,50,1990-10-06,1991-09-28
C8666,平成イヌ物語 バウ,C1483,80,1993-10-14,1994-09-22
C8668,STREET FIGHTER Ⅱ V,C1625,29,1995-04-10,1995-11-27
C8672,PEACH COMMAND 新桃太郎伝説,C7141,24,1990-10-08,1991-04-01
C8674,八百八町表裏 化粧師,C1077,20,1990-09-25,1991-04-30
C8676,三丁目の夕日,C1078,53,1990-10-12,1991-09-21
C8680,三つ目がとおる,C6825,48,1990-10-18,1991-09-26
C8682,江戸っ子ボーイ がってん太助,C1080,22,1990-10-19,1991-03-22
C8684,ピグマリオ,C1082,39,1990-11-05,1991-09-16
C8686,おちゃめなふたご -クレア学院物語-,C1149,26,1991-01-05,1991-11-02
C8688,おれは直角,C1150,36,1991-01-05,1991-10-12
C8690,DRAGON QUEST［第2期］,C945,11,1991-01-11,1991-04-05
C8692,きんぎょ注意報!,C1151,108,1991-01-12,1992-02-29
C8694,トラップ一家物語,C1152,41,1991-01-13,1991-12-28
C8696,おばけの…ホーリー,C1153,200,1991-01-28,1993-04-12
C8698,太陽の勇者ファイバード,C1154,48,1991-02-02,1992-02-01
C8700,人魚姫マリーナの冒険,C1155,26,1991-02-02,1991-07-27
C8702,ゲッターロボ號,C3022,50,1991-02-11,1992-01-27
C8704,緊急発進セイバーキッズ,C1158,50,1991-02-19,1992-02-11
C8706,藤子不二雄Ⓐの 笑ゥせぇるすまん［第2期］,C937,51,1991-03-12,1992-03-24
C8708,新世紀GPXサイバーフォーミュラ,C1161,37,1991-03-15,1991-12-20
C8710,絶対無敵ライジンオー,C1162,51,1991-04-03,1992-03-25
C8712,ジャンケンマン,C1163,51,1991-04-04,1992-03-26
C8718,少年アシベ,C1166,111,1991-04-11,1991-12-28
C8720,ハイスクールミステリー 学園七不思議,C1167,41,1991-04-12,1992-03-13
C8722,アニメ ひみつの花園,C1169,39,1991-04-19,1992-03-27
C8724,シティーハンター'91,C6942,13,1991-04-28,1991-10-10
C8726,おてんきボーイズ,C1170,30,1991-04-01,1991-09-27
C8728,ハローESCARGOT島,C1171,100,1991-04-01,1991-12-27
C8734,機甲警察メタルジャック,C1174,37,1991-04-08,1991-12-23
C8736,ちいさなおばけアッチ コッチ ソッチ,C1175,99,1991-04-09,1992-04-07
C8738,21エモン,C1177,39,1991-05-02,1992-03-26
C8740,OH! Myコンブ,C1178,44,1991-05-04,1991-09-28
C8746,おにいさまへ…,C1187,45,1991-07-14,1992-05-31
C8758,魔法のプリンセス ミンキーモモ［新］,C5889,62,1991-10-02,1992-12-23
C8760,ゲンジ通信あげだま,C1199,51,1991-10-04,1992-09-25
C8762,キン肉マン キン肉星王位争奪編,C6466,46,1991-10-06,1992-09-27
C8764,楽しいムーミン一家 冒険日記,C1967,26,1991-10-10,1992-03-26
C8766,燃えろ! トップストライカー,C1200,49,1991-10-10,1992-09-24
C8768,炎の闘球児 ドッジ弾平,C1202,48,1991-10-14,1992-09-21
C8770,横山光輝 三国志,C1203,47,1991-10-18,1992-09-25
C8776,DRAGON QUEST ダイの大冒険,C945,46,1991-10-17,1992-09-24
C8780,丸出だめ夫,C1207,47,1991-11-02,1992-09-26
C8782,わたしとわたし -ふたりのロッテ-,C1208,29,1991-11-09,1992-09-05
C8784,ウルトラマンキッズ 母をたずねて3000万光年,C4490,26,1991-11-17,1992-05-24
C8790,ママは小学4年生,C1304,51,1992-01-10,1992-12-25
C8792,大草原の小さな天使 ブッシュベイビー,C1305,40,1992-01-12,1992-12-20
C8794,花の魔法使い マリーベル,C1306,50,1992-02-03,1993-01-18
C8798,伝説の勇者ダ・ガーン,C1308,46,1992-02-08,1993-01-23
C8804,宇宙の騎士テッカマンブレード,C3334,50,1992-02-18,1993-02-02
C8806,美少女戦士セーラームーン,C1314,46,1992-03-07,1993-02-27
C8808,藤子不二雄Ⓐのさすらいくん,C1324,14,1992-03-24,1992-06-30
C8810,地球SOS それいけコロリン,C1325,26,1992-04-08,1993-03-10
C8812,メダロット魂,C2275,39,2000-07-07,2001-03-30
C8814,STRaNGE DaWN,C2389,5,2000-09-05,2000-09-26
C8815,うちのショコラ,C1485,98,1993-10-05,1994-09-29
C8817,ドンラゴン,C1486,12,1993-10-05,1994-03-08
C8821,蒼き伝説シュート!,C1492,58,1993-11-07,1994-12-25
C8825,しましまとらの しまじろう,C1497,751,1993-12-13,2008-03-31
C8835,赤ずきんチャチャ,C1570,74,1994-01-07,1995-06-30
C8837,七つの海のティコ,C1571,38,1994-01-16,1994-12-18
C8838,キューティーハニーF,C2911,39,1997-02-15,1998-01-31
C8840,ケロケロちゃいむ,C1981,30,1997-03-06,1997-09-25
C8842,新 天地無用!,C1430,26,1997-04-01,1997-09-23
C8844,手塚治虫の 旧約聖書物語 In The Beginning,C1984,26,1997-04-01,1997-05-09
C8846,ポケットモンスター,C1985,154,1999-12-02,2002-11-14
C8847,クッキングパパ,C1326,157,1992-04-09,1995-05-25
C8849,クレヨンしんちゃん,C1327,1926,1992-04-13,2016-12-16
C8853,あしたへフリーキック,C1329,52,1992-04-14,1993-04-24
C8855,まぼろしまぼちゃん,C1330,24,1992-04-17,1992-09-25
C8857,見ると強くなる痛快! 横綱アニメ ああ播磨灘,C1331,23,1992-04-23,1992-10-01
C8867,スーパービックリマン,C6958,44,1992-05-17,1993-04-04
C8869,妖精ディック,C1337,26,1992-06-07,1992-12-06
C8883,おやゆび姫物語,C1353,26,1992-09-30,1993-03-31
C8885,姫ちゃんのリボン,C1358,64,1992-10-02,1993-12-24
C8887,少年アシベ2,C1166,75,1992-10-03,1993-03-27
C8889,ツヨシしっかりしなさい,C1359,112,1992-10-04,1994-12-25
C8891,ノンタンと いっしょ,C1360,258,1992-10-05,1994-03-18
C8893,スーパーヅガン,C1361,42,1992-10-09,1993-03-19
C8895,南国年パプワくん,C1362,42,1992-10-10,1993-10-02
C8897,フランダースの犬 -ぼくのパトラッシュ-,C3212,24,1992-10-10,1993-03-27
C8899,幽☆遊☆白書,C1363,112,1992-10-10,1995-01-07
C8901,風の中の少女 金髪のジェニー,C1364,52,1992-10-15,1993-09-30
C8903,カリメロ（新）,C3179,52,1992-10-15,1993-12-31
C8909,コボちゃん［シリーズ］,C1074,123,1992-10-19,1994-03-21
C8923,ミラクル★ガールズ,C1449,51,1993-01-08,1993-12-24
C8925,若草物語 ナンとジョー先生,C1450,40,1993-01-17,1993-12-19
C8927,無責任艦長タイラー,C1451,26,1993-01-25,1993-07-19
C8929,勇者特急マイトガイン,C1452,47,1993-01-30,1994-01-22
C8933,熱血最強ゴウザウラー,C1454,51,1993-03-03,1994-02-23
C8935,美少女戦士セーラームーンR,C1314,43,1993-03-06,1994-03-12
C8939,機動戦士Vガンダム,C1457,51,1993-04-02,1994-03-25
C8941,恐竜惑星,C1458,60,1993-04-05,1994-01-27
C8943,ポコニャン!,C1459,170,1993-04-05,1995-03-17
C8945,疾風!アイアンリーガー,C1460,52,1993-04-06,1994-03-29
C8949,剣勇伝説YAIBA,C1461,52,1993-04-09,1994-04-01
C8951,忍たま 乱太郎［第1期］,C1462,95,1993-04-10,1994-03-19
C8953,GS美神,C1463,45,1993-04-11,1994-03-06
C8955,さくらももこ劇場 コジコジ,C2023,100,1997-10-04,1999-09-25
C8957,吸血姫 美夕,C7078,25,1997-10-07,1998-03-31
C8959,発明BOYカニパン,C2139,31,1998-07-03,1999-01-29
C8961,serial experiments laｉn,C2140,13,1998-07-07,1998-09-29
C8967,ももいろシスターズ,C2146,23,1998-08-26,1998-10-06
C8973,時空探偵ゲンシクン,C2141,39,1998-10-01,1999-06-24
C8975,彼氏彼女の事情,C2151,34,1998-10-02,1999-03-26
C8977,突撃!パッパラ隊,C2152,25,1998-10-03,1999-03-27
C8979,魔術士オーフェン,C2153,24,1998-10-03,1999-03-27
C8981,ガサラキ,C2154,25,1998-10-04,1999-03-28
C8992,勇者警察ジェイデッカー,C1576,48,1994-02-05,1995-01-28
C8998,ママレ～ド❤ボ～イ,C1580,76,1994-03-13,1995-09-03
C9000,美少女戦士セーラームーンS,C1314,38,1994-03-19,1995-02-25
C9002,モンタナ・ジョーンズ,C1582,52,1994-04-02,1995-04-08
C9004,3丁目のタマ うちのタマ 知りませんか?［シリーズ］,C1475,51,1994-04-03,1994-09-25
C9006,ゴールFH,C1583,39,1994-04-04,1994-12-26
C9008,ジーンダイバー,C1584,56,1994-04-04,1995-01-24
C9010,〔○超〕くせになりそう❤,C1585,39,1994-04-05,1995-01-03
C9012,覇王大系リューナイト,C1586,52,1994-04-05,1995-03-28
C9014,レッドバロン,C1587,49,1994-04-05,1995-03-28
C9016,白雪姫の伝説,C1588,52,1994-04-06,1995-03-29
C9018,とっても!ラッキーマン,C1590,50,1994-04-06,1995-03-23
C9020,おまかせスクラッパーズ,C1591,39,1994-04-07,1995-01-05
C9022,銀河戦国群雄伝ライ,C1592,52,1994-04-08,1995-03-31
C9024,ヤマトタケル,C1593,37,1994-04-09,1994-12-24
C9026,機動武闘伝Gガンダム,C1594,52,1994-04-01,1995-03-31
C9028,サッカーフィーバー,C1595,52,1994-04-04,1995-03-27
C9056,メタルファイター❤MIKU,C1621,13,1994-07-08,1994-09-30
C9062,ハックルベリー・フィン物語,C1629,26,1994-08-26,1995-03-03
C9066,学校のコワイうわさ 花子さんがきた!! [第1期],C1631,10,1994-08-15,1994-09-23
C9072,とんでぶーりん,C1635,51,1994-09-03,1995-08-26
C9080,親子クラブ,C1640,1363,1999-12-02,2013-03-30
C9082,忍たま乱太郎 第2期,C1462,120,1994-10-03,1995-03-24
C9084,BLUE SEED,C1660,26,1994-10-05,1995-03-29
C9088,D・N・A2 ～何処かでなくしたあいつのアイツ～,C1642,12,1994-10-07,1994-12-23
C9090,魔法陣グルグル,C1643,45,1994-10-13,1995-09-14
C9092,マクロス7,C6156,49,1994-10-16,1995-09-24
C9094,魔法騎士レイアース,C1644,50,1994-10-17,1995-12-16
C9096,キャプテン翼J,C6735,47,1994-10-21,1995-12-22
C9102,真拳伝説タイトロード,C1648,13,1994-10-07,1994-12-28
C9110,サイボーグ花ちゃん,C1653,12,1994-11-28,1994-12-22
C9120,空想科学世界ガリバーボーイ,C1724,50,1995-01-08,1995-12-24
C9122,ちびまる子ちゃん［新］,C1022,994,1999-12-05,2016-12-25
C9124,鬼神童子ZENKI,C1725,51,1995-01-09,1995-12-25
C9126,NINKŪ -忍空-,C1726,55,1995-01-15,1996-02-24
C9128,ロミオの青い空,C1727,33,1995-01-15,1995-12-17
C9140,黄金勇者ゴルドラン,C1731,48,1995-02-04,1996-01-27
C9146,美少女戦士セーラームーンSuperS,C1314,42,1995-03-04,1996-03-02
C9152,恐竜冒険記 ジュラトリッパー,C1739,39,1995-04-02,1995-12-24
C9154,天地無用!,C1430,26,1995-04-02,1995-09-24
C9156,あずきちゃん,C1740,39,1995-04-04,1995-12-29
C9160,愛天使伝説ウェディングピーチ,C1742,51,1995-04-05,1996-03-27
C9162,ヤンボウ ニンボウ トンボウ,C1743,39,1995-04-05,1996-01-24
C9164,行け! 稲中卓球部,C1744,52,1995-04-06,1995-09-28
C9172,十二戦支爆烈エトレンジャー,C1749,39,1995-04-07,1996-01-26
C9174,新機動戦記ガンダムW,C1750,49,1995-04-07,1996-03-29
C9176,スレイヤーズ,C1751,26,1995-04-07,1995-09-29
C9179,クマのプー太郎,C1754,90,1995-04-26,1996-03-29
C9181,カラオケ戦士マイク次郎[25分版],C1755,20,1995-04-04,1995-08-22
C9189,ロボットパルタ［シリーズ］,C4085,25,2000-01-06,2016-05-10
C9193,アリス 探偵局[第1期],C1759,28,1995-04-05,1996-01-16
C9197,ニャッキ!,C1761,30,2000-04-04,2016-01-12
C9201,BｉT the CUPID,C1763,48,1995-04-20,1996-03-28
C9203,Jam the HOUSNAIL,C1882,12,1999-12-31,2006-04-17
C9205,ガンバリスト!駿,C1884,30,1996-07-01,1997-03-10
C9207,赤ちゃんと僕,C1885,35,1996-07-11,1997-03-26
C9213,はりもぐハーリー[第1期],C1892,80,1996-08-05,1996-11-22
C9215,夢のクレヨン王国,C2017,70,1997-09-07,1999-01-31
C9217,マスターモスキートン'99,C1965,26,1997-09-30,1998-03-31
C9221,ハニ太郎です。,C2020,70,1997-10-06,1998-01-22
C9223,ぼのぼの,C1491,48,1995-04-20,1996-03-28
C9235,ナースエンジェルりりかSOS,C1779,35,1995-07-07,1996-03-08
C9243,忍たま乱太郎[第3期],C1462,120,1995-10-02,1996-03-21
C9245,爆れつハンター,C1787,26,1995-10-03,1996-03-26
C9247,モジャ公,C1788,74,1995-10-03,1997-03-31
C9249,新世紀エヴァンゲリオン,C1790,26,1995-10-04,1996-03-27
C9251,闘魔鬼神伝ONI,C1791,25,1995-10-05,1996-03-21
C9253,ドッカン! ロボ天どん,C1792,26,1995-10-05,1996-03-28
C9255,神秘の世界 エルハザード,C1819,26,1995-10-06,1996-03-29
C9257,バーチャファイター[第1期],C1793,24,1995-10-09,1996-03-25
C9259,怪盗セイント・テール,C1794,43,1995-10-12,1996-09-12
C9277,ゲゲゲの鬼太郎[第4作],C1556,114,1996-01-07,1998-03-29
C9279,爆走兄弟レッツ＆ゴー!!,C1847,52,1996-01-08,1996-12-30
C9281,バケツでごはん,C1848,20,1996-01-08,1996-06-24
C9283,名探偵コナン,C1849,729,1999-12-06,2016-12-24
C9285,るろうに剣心―明治剣客浪漫譚―,C1850,105,1996-01-10,1998-09-08
C9287,名犬ラッシー,C1851,26,1996-01-14,1997-02-21
C9289,勇者指令ダグオン,C1852,48,1996-02-03,1997-01-25
C9291,DRAGON BALL GT,C6852,66,1996-02-07,1997-11-19
C9293,みどりのマキバオー,C1857,61,1996-03-02,1997-07-12
C9295,美少女戦士セーラームーン セーラースターズ,C1314,34,1996-03-09,1997-02-08
C9297,忍たま乱太郎[第4期],C1462,120,1996-04-01,1996-09-13
C9299,天空のエスカフローネ,C1861,26,1996-04-02,1996-09-24
C9301,VS騎士ラムネ＆40 炎,C1047,26,1996-04-03,1996-09-25
C9303,はじめ人間 ゴン,C1862,117,1996-04-03,1997-01-22
C9305,水色時代,C1863,47,1996-04-04,1997-02-27
C9307,機動新世紀ガンダムX,C1864,39,1996-04-05,1996-12-28
C9309,こどものおもちゃ,C1865,104,1996-04-05,1998-03-27
C9311,スレイヤーズNEXT,C1751,26,1996-04-05,1996-09-27
C9313,少年サンタの大冒険!,C1866,24,1996-04-06,1996-09-21
C9315,B'T X,C1868,25,1996-04-06,1996-09-21
C9321,地獄先生ぬ～べ～,C1870,49,1996-04-13,1997-08-07
C9323,いじわるばあさん[新],C2212,92,1996-04-19,1997-06-13
C9329,シンデレラ物語,C1873,26,1996-04-04,1996-10-03
C9331,快傑ゾロ,C1874,46,1996-04-05,1997-03-28
C9333,アリス探偵局[第2期],C1759,28,1996-04-09,1997-01-21
C9341,こちら葛飾区亀有公園前派出所,C6832,198,1999-12-05,2005-01-03
C9344,The Adventure of STRAY SHEEP ストレイシープの大冒険,C1659,3,1999-12-25,2000-12-24
C9346,家なき子レミ,C1894,23,1996-09-01,1997-03-23
C9348,花より男子,C1895,51,1996-09-08,1997-08-31
C9350,機動戦艦ナデシコ Martian Successor NADESICO,C1897,26,1996-10-01,1997-03-25
C9352,セイバーマリオネットJ,C1818,25,1996-10-01,1997-03-25
C9354,超者ライディーン,C3991,38,1996-10-02,1997-06-25
C9356,エルフを狩るモノたち,C1898,12,1996-10-04,1996-12-20
C9358,魔法少女プリティサミー,C1430,26,1996-10-04,1997-03-28
C9360,きこちゃんすまいる,C1899,126,1996-10-05,1997-09-27
C9362,逮捕しちゃうぞ[第1期],C1695,51,1996-10-05,1997-09-27
C9364,YAT安心!宇宙旅行[第1期],C4101,50,1996-10-05,1997-09-27
C9366,わんころべえ,C1901,26,1996-10-06,1997-03-30
C9380,爆走兄弟レッツ＆ゴー!! WGP,C1847,51,1997-01-06,1997-12-22
C9382,マッハGoGoGo[新],C1379,34,1997-01-09,1997-09-24
C9384,EAT-MAN,C1970,12,1997-01-10,1997-03-28
C9386,勇者王ガオガイガー,C1971,49,1997-02-01,1998-01-31
C9390,星方武侠 OUTLAW STAR. FUTURE HERO NEXT GENERATION,C2085,26,1998-01-09,1999-04-25
C9392,春庭家の3人目,C2086,45,1998-01-23,1998-03-26
C9394,ヘリタコぷーちゃん,C2091,42,1998-02-14,1999-02-06
C9398,Bビーダマン 爆外伝,C4093,48,1998-02-07,1999-01-31
C9400,こっちむいてみい子,C2093,42,1998-02-14,1999-02-06
C9402,ふしぎ魔法ファンファンファーマシィー,C2094,48,1998-02-14,1999-02-06
C9404,銀河漂流バイファム13,C6737,26,1998-03-22,1998-10-04
C9410,アンドロイド・アナ MAICO 2010,C2097,24,1998-04-06,1998-09-28
C9418,のらねこダウンタウン,C2102,10,1998-04-06,1998-04-17
C9428,少女革命ウテナ,C1986,39,1997-04-02,1997-12-24
C9430,スーパーフィッシング グランダー武蔵,C1987,25,1997-04-02,1997-09-24
C9434,HAUNTED じゃんくしょん,C1990,12,1997-04-03,1997-06-26
C9436,MAZE★爆熱時空,C1950,25,1997-04-03,1997-09-25
C9438,スレイヤーズTRY,C1751,26,1997-04-04,1997-09-26
C9440,はいぱーぽりす,C1991,25,1997-04-04,1997-09-26
C9442,金田一少年の 事件簿,C1904,148,1997-04-07,2000-09-11
C9444,救命戦士ナノセイバー,C1992,28,1997-04-09,1998-01-20
C9446,白鯨伝説,C1993,28,1997-04-04,1999-05-12
C9450,中華一番,C1994,52,1997-04-27,1998-09-13
C9464,CLAMP学園探偵団,C2002,26,1997-05-03,1997-10-25
C9470,はれときどきぶた,C7057,62,1997-07-03,1998-09-29
C9472,みすて❤ないで デイジー,C2008,12,1997-07-03,1997-09-18
C9474,忍ペンまん丸,C2009,60,1997-07-05,1998-03-28
C9476,あずみマンマ・ミーア,C2010,60,1997-07-07,1997-10-02
C9478,烈火の炎,C2012,42,1997-07-19,1998-07-10
